time,reading
0.0008590221405029297,0
0.011070489883422852,0
0.021247148513793945,0
0.0314178466796875,0
0.04163384437561035,0
0.05180716514587402,0
0.06197619438171387,0
0.07214236259460449,0
0.08231186866760254,0
0.09248852729797363,0
0.10265994071960449,0
0.1128537654876709,0
0.12302470207214355,0
0.13319015502929688,0
0.14335846900939941,0
0.15352749824523926,0
0.1636948585510254,0
0.1738595962524414,0
0.18402647972106934,0
0.19419288635253906,0
0.20436358451843262,0
0.21453523635864258,0
0.22470355033874512,0
0.23487067222595215,0
0.2450401782989502,0
0.25520873069763184,0
0.2653789520263672,0
0.2755467891693115,0
0.28571391105651855,0
0.2958815097808838,0
0.306046724319458,0
0.31621217727661133,0
0.32637977600097656,0
0.3365440368652344,0
0.34677672386169434,0
0.3569791316986084,0
0.36748743057250977,0
0.37804269790649414,0
0.38854360580444336,0
0.39902400970458984,0
0.40950751304626465,0
0.4199817180633545,0
0.4304630756378174,0
0.4409928321838379,0
0.45150041580200195,0
0.4619889259338379,0
0.47254467010498047,0
0.48303699493408203,0
0.493239164352417,0
0.503443717956543,0
0.5136468410491943,0
0.5238463878631592,0
0.5340580940246582,0
0.5442748069763184,0
0.554478645324707,0
0.5646829605102539,0
0.5748739242553711,0
0.5850868225097656,0
0.5952577590942383,0
0.6054325103759766,0
0.6156048774719238,0
0.6257765293121338,0
0.6359462738037109,0
0.646115779876709,0
0.6562888622283936,0
0.6664581298828125,0
0.6766481399536133,0
0.6868393421173096,0
0.6970341205596924,0
0.707207202911377,0
0.7173745632171631,0
0.7275428771972656,0
0.7377123832702637,0
0.7478823661804199,0
0.7580487728118896,0
0.7682158946990967,0
0.778383731842041,0
0.7885501384735107,0
0.7987344264984131,0
0.8089039325714111,0
0.8190732002258301,0
0.8292429447174072,0
0.839409589767456,0
0.8495793342590332,0
0.8597455024719238,0
0.869938850402832,0
0.8801989555358887,0
0.8904626369476318,0
0.9007277488708496,0
0.9110000133514404,0
0.9212601184844971,0
0.9315669536590576,0
0.9419987201690674,0
0.9523637294769287,0
0.962822675704956,0
0.9731540679931641,0
0.983424186706543,0
0.9936878681182861,0
1.0039517879486084,0
1.0142168998718262,0
1.0244953632354736,0
1.0348682403564453,0
1.045212984085083,0
1.0554888248443604,0
1.0657498836517334,0
1.0759844779968262,0
1.0861663818359375,0
1.0963397026062012,0
1.1065278053283691,0
1.116696834564209,0
1.126863718032837,0
1.1370315551757812,0
1.1472203731536865,0
1.1574900150299072,0
1.1677393913269043,0
1.1779415607452393,0
1.188124179840088,0
1.1982941627502441,0
1.2084617614746094,0
1.2186312675476074,0
1.2288167476654053,0
1.2389857769012451,0
1.2491521835327148,0
1.259317398071289,0
1.269484043121338,0
1.2796571254730225,0
1.2898235321044922,0
1.299988031387329,0
1.310159683227539,0
1.3203239440917969,0
1.3305060863494873,0
1.340686559677124,0
1.3508529663085938,0
1.3610174655914307,0
1.3711819648742676,0
1.3813505172729492,0
1.3915174007415771,0
1.4016835689544678,0
1.4118504524230957,0
1.42201566696167,0
1.4321808815002441,0
1.442354440689087,0
1.4525322914123535,0
1.4626953601837158,0
1.4728813171386719,0
1.4830467700958252,0
1.4932124614715576,0
1.5033845901489258,0
1.5135605335235596,0
1.523726224899292,0
1.533890962600708,0
1.5440633296966553,0
1.5542347431182861,0
1.5644030570983887,0
1.5745694637298584,0
1.5847322940826416,0
1.5948975086212158,0
1.6050631999969482,0
1.6152260303497314,0
1.6253910064697266,0
1.6355564594268799,0
1.6457164287567139,0
1.655879259109497,0
1.6660408973693848,0
1.676206350326538,0
1.6863746643066406,0
1.6965382099151611,0
1.7067008018493652,0
1.716888189315796,0
1.727062702178955,0
1.737241506576538,0
1.747405767440796,0
1.7575747966766357,0
1.7677414417266846,0
1.7779035568237305,0
1.788067102432251,0
1.7982306480407715,0
1.808448076248169,0
1.818615198135376,0
1.828864336013794,0
1.8390421867370605,0
1.849214792251587,0
