time,reading
1688279631.2674427,0
1688279631.2775743,0
1688279631.2877135,0
1688279631.2978127,0
1688279631.307921,0
1688279631.3180008,0
1688279631.3280787,0
1688279631.338158,0
1688279631.3482745,0
1688279631.3584087,0
1688279631.3685176,0
1688279631.3785946,0
1688279631.3886876,0
1688279631.398798,0
1688279631.4089024,0
1688279631.419026,0
1688279631.4291034,0
1688279631.4391797,0
1688279631.4492571,0
1688279631.4593341,0
1688279631.469411,0
1688279631.479487,0
1688279631.489563,0
1688279631.4996386,0
1688279631.5097482,0
1688279631.519911,0
1688279631.5300667,0
1688279631.5402005,0
1688279631.5503073,0
1688279631.5603867,0
1688279631.570462,0
1688279631.5805407,0
1688279631.5906193,0
1688279631.6006963,0
1688279631.610817,0
1688279631.6209524,0
1688279631.6310346,0
1688279631.6411116,0
1688279631.6511877,0
1688279631.6612637,0
1688279631.671341,0
1688279631.681417,0
1688279631.6914933,0
1688279631.701569,0
1688279631.7116446,0
1688279631.7217205,0
1688279631.731796,0
1688279631.7418716,0
1688279631.7519484,0
1688279631.762024,0
1688279631.7721012,0
1688279631.7821765,0
1688279631.792253,0
1688279631.802328,0
1688279631.812411,0
1688279631.822491,0
1688279631.832569,0
1688279631.842648,0
1688279631.8527257,0
1688279631.8628564,0
1688279631.8729868,0
1688279631.883112,0
1688279631.8932357,0
1688279631.9033585,0
1688279631.9134772,0
1688279631.9236033,0
1688279631.933721,0
1688279631.943841,0
1688279631.953923,0
1688279631.9639993,0
1688279631.9740777,0
1688279631.9841533,0
1688279631.9942296,0
1688279632.0043058,0
1688279632.014382,0
1688279632.024458,0
1688279632.0345352,0
1688279632.0446107,0
1688279632.0546865,0
1688279632.064762,0
1688279632.0748377,0
1688279632.0849135,0
1688279632.094989,0
1688279632.105065,0
1688279632.1151402,0
1688279632.1252158,0
1688279632.1352925,0
1688279632.1453693,0
1688279632.1554463,0
1688279632.165522,0
1688279632.175598,0
1688279632.1856735,0
1688279632.1957502,0
1688279632.2058256,0
1688279632.2159011,0
1688279632.2259772,0
1688279632.2360528,0
1688279632.2461283,0
1688279632.2562041,0
1688279632.2662797,0
1688279632.276355,0
1688279632.2864304,0
1688279632.2965062,0
1688279632.306582,0
1688279632.3166578,0
1688279632.326733,0
1688279632.3368087,0
1688279632.3470297,0
1688279632.3571398,0
1688279632.367233,0
1688279632.3773103,0
1688279632.387387,0
1688279632.397463,0
1688279632.4075384,0
1688279632.4176168,0
1688279632.427763,0
1688279632.4379556,0
1688279632.4481037,0
1688279632.4582107,0
1688279632.4682884,0
1688279632.4783666,0
1688279632.4884431,0
1688279632.4985204,0
1688279632.5088453,0
1688279632.5189443,0
1688279632.5290515,0
1688279632.5391357,0
1688279632.549218,0
1688279632.5593004,0
1688279632.5693772,0
1688279632.5794537,0
1688279632.5895295,0
1688279632.5996056,0
1688279632.6096814,0
1688279632.6198375,0
1688279632.6300435,0
1688279632.6402066,0
1688279632.650337,0
1688279632.660488,0
1688279632.670623,0
1688279632.6807933,0
1688279632.690949,0
1688279632.7010617,0
1688279632.71114,0
1688279632.721218,0
1688279632.7312956,0
1688279632.7413745,0
1688279632.751454,0
1688279632.7615316,0
1688279632.771607,0
1688279632.7816842,0
1688279632.7917624,0
1688279632.8018384,0
1688279632.8119204,0
1688279632.8219984,0
1688279632.8320758,0
1688279632.8421519,0
1688279632.8522282,0
1688279632.8623047,0
1688279632.8723807,0
1688279632.8824565,0
1688279632.892532,0
1688279632.9026082,0
1688279632.912684,0
1688279632.9227598,0
1688279632.9328356,0
1688279632.942911,0
1688279632.9529889,0
1688279632.963066,0
1688279632.973148,0
1688279632.983226,0
1688279632.9933028,0
1688279633.003382,0
1688279633.0134587,0
1688279633.023535,0
1688279633.0336118,0
1688279633.0436883,0
1688279633.0537648,0
1688279633.0638423,0
1688279633.0739179,0
1688279633.083994,0
1688279633.0940697,0
1688279633.104146,0
1688279633.1142218,0
1688279633.1242983,0
1688279633.1344073,0
1688279633.1445367,0
1688279633.1546648,0
1688279633.164784,0
1688279633.1748922,0
1688279633.184981,0
1688279633.195087,0
1688279633.205187,0
1688279633.2152855,0
1688279633.2253842,0
1688279633.2354631,0
1688279633.2455802,0
1688279633.2557182,0
1688279633.2658532,0
1688279633.2759888,0
1688279633.286099,0
1688279633.2961843,0
1688279633.3062923,0
1688279633.3164012,0
1688279633.3264792,0
1688279633.3365755,0
1688279633.3466806,0
1688279633.3567767,0
1688279633.3668716,0
1688279633.3769495,0
1688279633.3870265,0
1688279633.3971028,0
1688279633.4071786,0
1688279633.4172773,0
1688279633.4273899,0
1688279633.4374735,0
1688279633.4475515,0
1688279633.457628,0
1688279633.4677043,0
1688279633.4777808,0
1688279633.4878566,0
1688279633.497933,0
1688279633.508009,0
1688279633.518123,0
1688279633.5282304,0
1688279633.538327,0
1688279633.5484262,0
1688279633.5585535,0
1688279633.5686607,0
1688279633.5787401,0
1688279633.5888345,0
1688279633.5989249,0
1688279633.6090064,0
1688279633.619084,0
1688279633.6291604,0
1688279633.6392536,0
1688279633.6493297,0
1688279633.6594055,0
1688279633.6694813,0
1688279633.6795573,0
1688279633.6896803,0
1688279633.6998684,0
1688279633.709998,0
1688279633.7201078,0
1688279633.730192,0
1688279633.7402718,0
1688279633.7503722,0
