time,reading
1688276469.867159,0
1688276469.868269,0
1688276469.8693843,0
1688276469.8705013,0
1688276469.8716164,0
1688276469.8727307,0
1688276469.8738446,0
1688276469.874955,0
1688276469.8760648,0
1688276469.8771787,0
1688276469.878294,0
1688276469.8794072,0
1688276469.8805213,0
1688276469.8816357,0
1688276469.882749,0
1688276469.8838625,0
1688276469.8849792,0
1688276469.8860939,0
1688276469.8872077,0
1688276469.8883216,0
1688276469.8894353,0
1688276469.8905492,0
1688276469.891663,0
1688276469.892776,0
1688276469.8938892,0
1688276469.895003,0
1688276469.8961174,0
1688276469.8972342,0
1688276469.8983486,0
1688276469.8994625,0
1688276469.900576,0
1688276469.9016893,0
1688276469.9028006,0
1688276469.9039123,0
1688276469.905026,0
1688276469.9061406,0
1688276469.907254,0
1688276469.9083667,0
1688276469.9094822,0
1688276469.910596,0
1688276469.9117088,0
1688276469.912824,0
1688276469.9139395,0
1688276469.9150531,0
1688276469.9161665,0
1688276469.9172823,0
1688276469.9183962,0
1688276469.919509,0
1688276469.920622,0
1688276469.9217372,0
1688276469.9228508,0
1688276469.9239638,0
1688276469.9250798,0
1688276469.9261937,0
1688276469.9273074,0
1688276469.9284203,0
1688276469.929536,0
1688276469.930649,0
1688276469.9317613,0
1688276469.9328747,0
1688276469.9339905,0
1688276469.9351046,0
1688276469.9362178,0
1688276469.9373689,0
1688276469.9385343,0
1688276469.939665,0
1688276469.9407783,0
1688276469.941899,0
1688276469.9430265,0
1688276469.944146,0
1688276469.9452698,0
1688276469.9463866,0
1688276469.9474998,0
1688276469.9486134,0
1688276469.9497285,0
1688276469.9508421,0
1688276469.9519553,0
1688276469.9530709,0
1688276469.954185,0
1688276469.9552972,0
1688276469.9564104,0
1688276469.957526,0
1688276469.958639,0
1688276469.9597511,0
1688276469.9608643,0
1688276469.9619799,0
1688276469.9630938,0
1688276469.964207,0
1688276469.965361,0
1688276469.9664764,0
1688276469.9675908,0
1688276469.9687045,0
1688276469.9698203,0
1688276469.9709337,0
1688276469.9724057,0
1688276469.973533,0
1688276469.9746492,0
1688276469.9757638,0
1688276469.9768775,0
1688276469.9779947,0
